Etat;Entreprise;Secteur;Période;Devise;Région;Pays;Poste;2020;2021;2022;2023;2024;2025;2026;2027
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total de la dette émise;26930.0;13090.0;3970.0;6890.0;12060.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Remboursement de la dette à long terme, total;-28800.0;-12870.0;-4930.0;-5030.0;-9530.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total de la dette remboursée;-28800.0;-12870.0;-4930.0;-5030.0;-9530.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Émission d'actions ordinaires;647.0;702.0;837.0;539.0;747.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rachat d'actions ordinaires;-118.0;-111.0;-1420.0;-2290.0;-1800.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividendes ordinaires payés;-7050.0;-7250.0;-7620.0;-7950.0;-8360.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividendes ordinaires et de préférence payés;-7050.0;-7250.0;-7620.0;-7950.0;-8360.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Autres activités de financement, total;310.0;-353.0;-1100.0;-465.0;-31.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie de financement;-8070.0;-6790.0;-10250.0;-8310.0;-6910.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Ajustements des taux de change;76.0;-159.0;-205.0;-73.0;-623.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Variation nette de la trésorerie;373.0;2920.0;-200.0;-133.0;1800.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Variation du fonds de roulement net;-1060.0;-1800.0;-575.0;2030.0;-7760.0;;;
Flux de trésorerie;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette nette émise (remboursée);-1860.0;228.0;-958.0;1860.0;2530.0;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rentabilité des actifs (ROA);7.19;7.87;8.21;8.74;9.02;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rentabilité du capital total (ROTC);9.53;10.61;11.19;11.88;12.32;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rentabilité des capitaux propres (ROE);36.66;42.49;37.77;40.16;39.55;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rentabilité des capitaux propres ordinaires;40.48;46.2;40.51;42.82;41.86;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge brute %;59.31;60.27;58.14;59.52;61.06;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge après frais de vente, généraux et administratifs %;29.01;30.7;29.44;30.43;30.69;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge EBITA %;30.87;30.02;28.84;29.3;30.39;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge d'EBIT %;30.26;29.59;28.56;29.1;30.39;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge des activités poursuivies %;23.53;25.36;22.26;23.39;22.63;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge nette %;23.47;25.28;22.19;23.42;22.59;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Net Avail. Pour la marge commune %;23.47;25.28;22.19;23.42;22.59;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge nette normalisée %;18.62;18.59;19.31;19.45;20.31;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge des flux de trésorerie libre pour les actionnaires;20.92;21.65;18.21;10.64;31.79;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rotation des actifs;0.38;0.43;0.46;0.48;0.47;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rotation des actifs corporels;2.69;3.27;3.81;4.2;4.27;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rotation des créances (moyenne des créances);9.28;11.62;12.29;13.27;13.49;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Current Ratio;1.32;1.13;1.15;1.13;1.03;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Quick Ratio;0.96;0.81;0.77;0.72;0.72;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Délai de recouvrement des créances (moyenne des créances);39.44;31.42;29.7;27.51;27.14;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Délais de paiement des fournisseurs;100.58;95.56;96.09;106.29;108.63;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette totale / Capital total;67.61;64.03;62.08;61.84;63.89;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette à long terme / Capitaux propres;194.63;158.05;151.65;137.05;167.68;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette à long terme / Capital total;63.05;56.86;57.51;52.29;60.55;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette totale / Total de l'actif;75.62;73.65;72.16;71.87;73.77;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBIT / Charges d'intérêt;6.95;7.16;13.93;8.72;8.64;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBITDA / Charges d'intérêt;8.27;8.29;15.8;9.72;9.5;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;(EBITDA - Capex) / Charges d'intérêt;7.45;7.43;14.12;8.5;8.26;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette totale / EBITDA;3.74;3.34;3.03;3.0;2.96;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette nette / EBITDA;2.82;2.39;2.2;2.08;2.04;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette totale / (EBITDA - Capex);4.15;3.73;3.39;3.43;3.41;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette nette / (EBITDA - Capex);3.13;2.66;2.46;2.38;2.35;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat brut, Croissance 1 an;-13.54;18.98;7.32;8.92;5.52;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBITDA, 1 an Croissance en %;-3.87;11.61;5.05;6.18;6.96;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBITA, 1 an Croissance en %;-5.14;13.58;6.88;7.6;7.96;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBIT, 1 an Croissance %;-5.98;14.23;7.37;7.88;7.96;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, Croissance 1 an;-13.54;26.21;-2.38;11.83;-0.5;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, Croissance 1 an;-13.15;26.13;-2.34;12.28;-0.77;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé sur 1 an;-11.88;16.64;15.51;6.71;7.91;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 1 an de croissance;-13.53;25.7;-2.67;12.79;-0.4;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Créances clients, Croissance sur 1 an;-20.83;11.7;-0.71;-2.21;4.66;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Immobilisations corporelles nettes, 1 an Croissance;0.94;-8.01;-0.8;-6.07;8.72;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 1 an Croissance en %;1.06;8.09;-1.69;5.33;2.91;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Actif corporel net, Croissance 1 an;18.83;25.54;-17.98;-23.56;-2.69;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, Croissance 1 an;1.68;19.17;4.81;7.62;-4.18;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX, Croissance 1 an;-42.7;16.14;8.56;24.8;11.45;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie libre pour les actionnaires FCFE, Croissance 1 an;3.84;20.92;-6.42;-38.12;209.93;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividende par action, 1 an de croissance;2.5;2.44;4.76;4.55;5.43;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat brut, CAGR sur 2 ans;-3.97;1.43;13.0;8.12;7.21;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBITDA, 2 ans CAGR %;1.04;3.66;8.39;5.87;6.33;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBITA, 2 ans CAGR %;-0.29;3.89;10.3;7.52;7.65;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBIT, 2 ans CAGR %;-1.05;3.73;10.87;7.91;7.65;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, CAGR sur 2 ans;9.52;4.46;11.0;4.48;5.48;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, CAGR sur 2 ans;9.73;4.66;10.98;4.71;5.55;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé, CAGR sur 2 ans;-2.73;1.48;16.21;11.3;7.67;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 2 ans. CAGR %;9.24;4.26;10.61;4.77;5.99;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Créances clients, CAGR sur 2 ans;-7.63;-5.96;5.31;-1.46;1.17;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Immobilisations corporelles nettes, 2 ans CAGR %;13.32;-3.64;-4.47;-3.47;1.05;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 2 ans CAGR %;2.42;4.51;3.08;1.76;4.11;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Actif corporel net, CAGR sur 2 ans;41.72;22.14;1.48;-20.82;-16.86;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, CAGR sur 2 ans;6.61;10.08;11.76;6.2;1.55;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX, CAGR sur 2 ans;-12.8;-18.42;12.29;16.4;17.93;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie libre pour les actionnaires FCFE, CAGR sur 2 ans;-23.67;12.14;6.6;-23.71;37.85;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividende par action, 2 ans CAGR %;2.53;2.47;3.59;4.65;4.99;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat brut, CAGR sur 3 ans;-4.51;3.14;3.36;11.62;7.24;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBITDA, 3 ans CAGR %;2.83;4.52;4.13;7.8;6.07;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBITA, 3 ans CAGR %;2.71;4.21;4.88;9.56;7.23;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBIT, 3 ans CAGR %;2.27;3.88;4.93;10.04;7.74;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, CAGR sur 3 ans;82.26;14.82;2.13;11.28;2.79;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, CAGR sur 3 ans;83.78;14.94;2.27;11.41;2.85;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé, CAGR sur 3 ans;-2.16;3.42;5.96;13.11;9.98;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 3 ans. CAGR %;83.44;14.47;1.9;11.33;3.02;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Créances clients, CAGR sur 3 ans;-5.0;-1.59;-4.24;2.74;0.54;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Immobilisations corporelles nettes, 3 ans CAGR %;14.54;5.71;-2.7;-5.01;0.43;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 3 ans CAGR %;-0.23;4.28;2.4;3.83;2.14;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Actif corporel net, CAGR sur 3 ans;176.84;36.11;6.96;-7.67;-17.24;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, CAGR sur 3 ans;4.17;10.64;8.29;10.36;2.62;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX, CAGR sur 3 ans;-12.38;-4.06;-10.27;16.31;14.72;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie libre pour les actionnaires FCFE, CAGR sur 3 ans;81.44;-10.96;5.58;-10.94;21.38;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividende par action, 3 ans CAGR %;3.48;2.5;3.23;3.91;4.91;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat brut, CAGR sur 5 ans;-6.09;-1.71;2.14;5.1;4.88;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBITDA, 5 ans CAGR %;-1.15;2.29;5.02;5.05;5.09;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBITA, 5 ans CAGR %;-0.51;3.3;5.68;5.51;5.87;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;EBIT, 5 ans CAGR %;-0.49;3.3;5.63;5.47;6.11;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, CAGR sur 5 ans;1.07;8.4;49.47;10.57;3.46;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, CAGR sur 5 ans;1.05;8.4;50.21;10.74;3.57;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé, CAGR sur 5 ans;-1.82;1.99;4.81;6.49;6.49;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 5 ans CAGR %;1.4;8.59;49.83;10.49;3.51;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Créances clients, CAGR sur 5 ans;-4.42;-1.85;-1.0;-1.54;-2.11;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Immobilisations corporelles nettes, 5 ans CAGR %;-0.39;1.29;6.52;1.94;-1.22;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 5 ans CAGR %;-0.61;1.57;1.08;3.26;3.08;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, CAGR sur 5 ans;-5.46;-0.05;7.14;8.84;5.54;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX, CAGR sur 5 ans;-14.35;-9.58;-3.24;3.65;0.1;;;
Ratios;THE COCA-COLA COMPANY;Boissons non alcoolisées - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie libre pour les actionnaires FCFE, CAGR sur 5 ans;7.92;5.17;46.61;-16.3;17.59;;;
